Relating_Object_Type,Relating_Object_GUID,Related_Object_Type,Related_Object_GUID,Relationship_Type
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,31PvCf9jr2LggvTSAY7737,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3A8ICtPC95uBEEyrFX1Srk,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,16zvW4rfL2OPWLzmwNiMxu,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,24fC7XB19BBu$o4jqK6J8D,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,36mXp0boD6Dg7FBi7chDSw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2l8rVXuJzAbRTtItIwB4j5,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3U7VEQgtz4ofgtpVCZRqwr,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0Y0nx$3nP4excHNGmgl96w,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0tVAYFptP7oAnhA_F_bcm5,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0G$Ct_A$5EKeDaE$bk2oRA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2bIWZEjdf0BOn32jbpAOsN,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,07ZBrIHM19qxwWS5q9W8yh,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3jtEGV_9b53OlTx8$DIoyl,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0LFug3I0X058D8DMAtMp85,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,28v5iVLWLAjuCFGzE0AdrH,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2VpckMYtD2wO8Nz_1mFQ6x,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3XZHEXKc90N8DjYR3E78Xd,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0qCsi1YaL16OABoe$51l$L,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1_gm$Zi990bvEf76_VTGCj,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1emwMdsIT4a8TKSvg3b7mg,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1RfM_$2qnExhijfvIY_6WB,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,13hWGjI1f18wYiSJM359KR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0FoZYm96bA_QaA23EbhXnz,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1q_3YvaY9CbxMz3PqEqVu7,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0HKHpLKBr64xVqEV0jo1az,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1cZ_aQ3QXBNg1bRk8EpcCp,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3Qs0ZKqGD7ig1$sHIHODSl,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1gYalzL_14SBoGlMQuTtZG,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1St1aiQaH23xOnbZ0VPSkV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3VK7AX38n74hpmi3oeA670,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0FPRO3nbb1x8r_GslQag52,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,16tlq5AUb0nhvbOZeDZ6Pw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3L3yzElQP3MuT3ki033quk,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,04wvsv2n97Z8b2Ma6tFhTV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1dtGAednb5n8ixFVHcTN9V,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3kOS3zbID7HfQdgEjJ1d06,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3VSsPk7Rn1kOil2nKUrKWa,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,18lLnBshHFQPpxPVWH8IMw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3VgaLJlqvEqRobbZifIFee,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3WSVoclDXBMB1Mg3GXhUYu,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,33K3MmLajAgQYcYav6PWRc,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2KpR8HMXPFuPTuap3IuyZk,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2AqxJuCRHE_xrJMghhV$j6,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,05DpnxPrb4aeoNmnsimVzE,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3IqpAOhpf508PZFgGSpvoe,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1lRrqlt7P41AHZQp8WID4b,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,23lbl0Foz7LOF_5P2laWs4,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2t2AwOISzBV979RvrUtUXt,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0QEgBJeY52SRIgAiLZ5lSl,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0i3n3m5rz3AxPo11yRM1eR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0XAlahgWzFLeS81LiQh48Y,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0U0LdSvz54UOxn85YnJ4Ak,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,08VygUrPz9ferT0omt2klS,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1z7ekFGNTAdQg6km$4RaWc,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3Jsl4GMPL3LR8AYUs3nLLf,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3jxASOIcfC4xztWbW5n555,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1x8fCHQQ989w8Jey62$pLK,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0YvMC6wULCxOdEtYoFjngZ,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0J0dWHQGT22epXXUBdwidL,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1mx3nJGFn6QRvXN$3Sx441,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1ExKBcHojEfucPRe8Ja$tI,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0O_ZjJ1mrAD9YeCZszi7N_,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2NnI2re3rEmwJCO$VxE5VR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1eK2I1w8fFhuiyT1$spfh3,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2djcF9I_r9RwOO0Z7lb0um,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1lZEJ83_PD7ubEVfnjwlwI,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,33RShkS6j3Fg0Vdyn9PQN2,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1vUGZ1tDr0b8$p_xJOKRw9,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3OoGTqYK9El9gkog0GRbkI,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0E95lf_69A2x9CB0R1YFIC,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1cfTl_DerCjuoyforhKjjk,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1hTd3RLAP0eRyPa61Pypkh,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2jVGu15WDEluDEWcOSOVaS,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3Ot0YGeBj61QWUnvhFXjaV,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2lpF6JRAT3I97ovaE_1HvM,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3t0IDyGGj3chrWz4TebtFi,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3l0$w4wrX7euhNLhEDtByw,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1KDW8FO1H83fPiTpxoHAFm,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0eAhYrAJr1QvLXOf4Vz90N,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0o2fmor5TBFumOLKNL8nwZ,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1K64yMPDbDEAWxznqFlcQe,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0NLzROQTvCI8V3_Ot9Uyla,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2zR7jCBkL3fhCkQMm1ctON,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2oSKoRANP9rfYD94UxKmKB,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1edjP7nnz8W9FWI1u2nXn_,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1L02GNXK907xMv066XLqhL,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,34p2mNL5D1zQ2paajOTOWx,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2Uz01ofnTCSRxrECa9JMsu,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,14p4gUVSrB3hEqB3Ydj8RN,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3pBkgGhoz7$vrepflvkOW8,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3NY0VQCC1A280oEbYt36p1,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,32VpbLBIf97BZA075NEINI,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0Unw0GJLv3hfN__dhmHR$g,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3anP$WuDbETekmO68LV4gR,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0rxH4HDYn8owE$BhJoJMvS,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3QjaETS0z6iBFYI7neHv$V,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,0zni$GRxTFrOWsjGwfXMU_,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2lfEItUEnCtxsg8423488I,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,356yBtyrb6mRxFmVr02dFn,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,3kUkVhPY99PxpUv8KwozSA,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1HgEfIXlX3uOcuHch_gTSy,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1IvhGUK1n6hPNp8egd097C,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,1w7rR6Yof5n8iU0aTevT$W,IfcRelContainedInSpatialStructure
IfcBuildingStorey,0dl_9gCefC4AOb44LG5TcT,IfcElementAssembly,2y5CHxn8n1B8Uhnj0n5Ouo,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,2Ewtj59217RQxj_r4fhuVt,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,1S0Uxa$vD3r8k0EiAg7cKS,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,3_8zyo3YbFg8P2DSJC$v6G,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,2rX$M6onT5RBOPHXJADER7,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,23Pp3v5JHBSR0W4gMbLcS2,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,3tbFBTaAr5c8shibM91XMB,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,0_IjJKwTjBaR7DkDNE$rqN,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,1vaPFZreTCFx6BwNLgd$fo,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,1bVoVzjGv3RRMdLbgnTkP8,IfcRelContainedInSpatialStructure
IfcBuilding,2TOvD$ZIb8RQcaDjYoRxD_,IfcGrid,12n$0PA8H4xOOOqthP3Ma2,IfcRelContainedInSpatialStructure
IfcSlab,1YkYc7JX9EA8uuXe3BN1vK,IfcOpeningElement,1pu1K5moT1EewMzRTTx9fZ,IfcRelVoidsElement
IfcSlab,0$U8Gub4T1YuJDpclCz_Xp,IfcOpeningElement,1KJivW09b219P7YU_lf$9C,IfcRelVoidsElement
IfcSlab,3nk3fN4H55pf$G9XK2Usv6,IfcOpeningElement,0UktasEaj5nuid_IjcYUle,IfcRelVoidsElement
IfcSlab,3WDD_dc5L7yOPEZzBJUYYI,IfcOpeningElement,020OW3_q504vOISE0SuEok,IfcRelVoidsElement
IfcBeam,1cUJ6ayb12NwpuFmp9bfYA,IfcOpeningElement,2x7Dt4Bef6UPF5rBoCnUZC,IfcRelVoidsElement
IfcBeam,1cUJ6ayb12NwpuFmp9bfYA,IfcOpeningElement,0zMDvWuDTAIAS0hCoc_eWu,IfcRelVoidsElement
IfcBeam,2gzGZGov9A4eY0VXLhWUrB,IfcOpeningElement,0wk7CkmhP4c9NeOaN3u$hU,IfcRelVoidsElement
IfcBeam,3lHuyhf1TFZexifLNflvlk,IfcOpeningElement,3jnCYdLAzD0vziukGbrWtD,IfcRelVoidsElement
IfcBeam,1YovzeZIv8lueTmeZ0j5Z4,IfcOpeningElement,2dR5JXvF10petUOelSDA1F,IfcRelVoidsElement
IfcBeam,1YovzeZIv8lueTmeZ0j5Z4,IfcOpeningElement,0ADVmM$sT1uBjMwCj8ifq6,IfcRelVoidsElement
IfcBeam,1VMt8gRj5D5hvOA3vYCCiO,IfcOpeningElement,01WTyTvGT9Buax1vWi0zkF,IfcRelVoidsElement
IfcBeam,1VMt8gRj5D5hvOA3vYCCiO,IfcOpeningElement,2dBgvAVFb3lOWGP57EgYYu,IfcRelVoidsElement
IfcBeam,3lAS5S1v50pgYyHFa0ESYo,IfcOpeningElement,0XbXfqKjb1o8spblkNhgP7,IfcRelVoidsElement
IfcBeam,0EcukwGzP2q9Pd_V7020ZU,IfcOpeningElement,32JtMA7eDEJ8d9KuPAkG1N,IfcRelVoidsElement
IfcBeam,0EcukwGzP2q9Pd_V7020ZU,IfcOpeningElement,0gGl36ddDFwRT9ZUja_14N,IfcRelVoidsElement
IfcBeam,05UVPrIYH55AbHX9lu9F5Q,IfcOpeningElement,3aUU1gbn907PZWrG_rByxH,IfcRelVoidsElement
IfcBeam,2VMy$AWYzAxeSZejJRgn3U,IfcOpeningElement,1scxscw4b28A77y4x7mgFV,IfcRelVoidsElement
IfcBeam,2VMy$AWYzAxeSZejJRgn3U,IfcOpeningElement,2H9PNOH2v4MQ8LSTLQl9sj,IfcRelVoidsElement
IfcBeam,2TTwEs6FXDwfc42eCbZDup,IfcOpeningElement,00p3pFHTnDZhPAxPcksgi1,IfcRelVoidsElement
IfcBeam,0VpaRIPhj0Qvt9LdhmI6Z1,IfcOpeningElement,1xCRVhsYrA780sgH2No9pV,IfcRelVoidsElement
IfcBeam,1dqYMPJMP24hun2THVhV5y,IfcOpeningElement,30rsJbxfT538nT8TW_04Yk,IfcRelVoidsElement
IfcBeam,1dqYMPJMP24hun2THVhV5y,IfcOpeningElement,3izs5cJeXCCf1YyBnJbeEk,IfcRelVoidsElement
IfcBeam,2PGa0kTq12phO0fCNd2wHi,IfcOpeningElement,2s_gSe6uD2CPEGFduY5Kag,IfcRelVoidsElement
IfcBeam,2PGa0kTq12phO0fCNd2wHi,IfcOpeningElement,2D2cLBpRX3dggNieC_o0Qp,IfcRelVoidsElement
IfcBeam,2rektGD71AtAWbTporkd5_,IfcOpeningElement,080NPOQDXDXB1dVhWJiWl$,IfcRelVoidsElement
IfcBeam,2rektGD71AtAWbTporkd5_,IfcOpeningElement,3cjbz_D$167OeC7bEtBDwb,IfcRelVoidsElement
IfcBeam,2CO2x$GELBAOmxXSrKAZ8H,IfcOpeningElement,215nZVcZj0tPW52DnbRLEd,IfcRelVoidsElement
IfcBeam,3$Zk5EcT94KRNJRIrDIl6b,IfcOpeningElement,2cKUCeR6f0zxge5mWmPV7d,IfcRelVoidsElement
IfcBeam,3$Zk5EcT94KRNJRIrDIl6b,IfcOpeningElement,06Tz8_TUr1VgiDq_bKGBb7,IfcRelVoidsElement
IfcBeam,0CLOhY_k16ZujH2JC3UAR8,IfcOpeningElement,1WyirjXxn2Xe1UVASKXDJ8,IfcRelVoidsElement
IfcBeam,1BMl7_Iqr6N9$187I34mp_,IfcOpeningElement,1MYrijsmP5VAwALDmEGp7z,IfcRelVoidsElement
IfcBeam,1$pp4WT590IfQsKSOG$h0T,IfcOpeningElement,1sKIfFc$5B7ARHlCg0nPEJ,IfcRelVoidsElement
IfcBeam,1$pp4WT590IfQsKSOG$h0T,IfcOpeningElement,1Nw3yoUhj49f$JQp531$pG,IfcRelVoidsElement
IfcBeam,2rC8acnnT57BvdPDWdTd_a,IfcOpeningElement,2jTeQ640r3uuAd_NhnTUpf,IfcRelVoidsElement
IfcBeam,2b96oBiBH6gvkwtBDoCTPj,IfcOpeningElement,1a_cnjikT8cx$UX_sqxOXg,IfcRelVoidsElement
IfcBeam,2b96oBiBH6gvkwtBDoCTPj,IfcOpeningElement,3u5UI6Xbj4HgSu4IY5V1uH,IfcRelVoidsElement
IfcBeam,3dye9DCAf3zeMuNcbRhTI6,IfcOpeningElement,1Z6Awumtb6nQcHHZvBBgJy,IfcRelVoidsElement
IfcBeam,3dye9DCAf3zeMuNcbRhTI6,IfcOpeningElement,3YFjU$Pmb7sBobYx61m4r6,IfcRelVoidsElement
IfcBeam,17MOqrO5H2ggCEr95$GzOu,IfcOpeningElement,1cUY8z30f6qh4f6kqXtpNU,IfcRelVoidsElement
IfcBeam,1gY8bsifD9o9sVbt45sHk5,IfcOpeningElement,0DsY42BZnEAOdmNuBa28yx,IfcRelVoidsElement
IfcBeam,2N6FRu8sX6BBhgCcWKbq4u,IfcOpeningElement,35S5XLJXPBqx_wzdDOPJOg,IfcRelVoidsElement
IfcBeam,1HpnrK4j57E8p3w3Hfb7MF,IfcOpeningElement,0xpxdgKxLDKgkcAVps4axn,IfcRelVoidsElement
IfcBeam,1HpnrK4j57E8p3w3Hfb7MF,IfcOpeningElement,0VimRa6wb3E95iQ0ebUnWU,IfcRelVoidsElement
IfcBeam,17xSARiND4wgogldA75nYF,IfcOpeningElement,1H4ASfcQj8xxnxyFKKH49o,IfcRelVoidsElement
IfcBeam,17xSARiND4wgogldA75nYF,IfcOpeningElement,3URUOfHpDC5O0LzT6LI9_8,IfcRelVoidsElement
IfcBeam,2NHBkIHwb4HfdoLFL6A0d3,IfcOpeningElement,1ifbPVv51B8fWOkpHsfYn2,IfcRelVoidsElement
IfcBeam,2NHBkIHwb4HfdoLFL6A0d3,IfcOpeningElement,2gY$Zm1HPCFRXJYzI16Eum,IfcRelVoidsElement
IfcBeam,2lg4WccMzAOePZiO$5FMhn,IfcOpeningElement,1tatIUPH57iQlshEDORcjK,IfcRelVoidsElement
IfcBeam,2U5IrgQOLFMunaHXjAYETk,IfcOpeningElement,1A5FU9qBj05BiBCC09s_Ja,IfcRelVoidsElement
IfcBeam,0UkeHciZzAwucyB5uT2pAc,IfcOpeningElement,17IwxHHlT7x9r5Q1lUO_qr,IfcRelVoidsElement
IfcMaterial,C45/55,IfcBuildingElementProxy,3sLVeHKg90cB9yogR5Rgms,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,0MreAMyD13nvRLY_1yScTg,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,16YFN6XcrDkvrQxYM7MwG9,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,04P5uY7RD3X8CJ76pLThLr,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,2CssxELaz4_AShqJAvgV3S,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,0oTXQkzyL0yhALEsKJMVQh,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,1LMLxkx1T76uJZAFoiLm57,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,0ZRKK1lf5DmBwhImJ_G6y0,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,2_Hxnl9d10oB9A5vnqUCPC,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,0xwh0fvzD3yu$qhpLZE8aE,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,2WwuhjVk1FigWzD60qGa28,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,0aICZvdc14iBjPls3_S$gp,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,3C0wTz$Vz9q8_BaAdRxedN,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,2amQmvBZb6kB9HlD6C0d_l,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,1EyTgI9$bBu8LYfdWLHc64,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,1mqjWvhun4KAbqI1HsJvY3,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,38GzYOznLAHRaUXCatD3LQ,IfcRelAssociatesMaterial
IfcMaterial,C45/55,IfcBuildingElementProxy,0IDmXSKWzDUeKExo7TVJnK,IfcRelAssociatesMaterial
